ttr_score,hapax_ratio,zipf_alpha,lora_r,learning_rate,dropout,val_loss
0.448,0.318,1.502,4,1.4e-05,0.031,4.0
0.471,0.69,1.687,32,0.000993,0.163,1.2767
0.23,0.239,1.496,4,0.00023,0.062,1.1775
0.272,0.233,1.912,32,0.000183,0.045,0.9241
0.595,0.529,1.166,16,9.7e-05,0.131,2.0855
0.287,0.208,1.024,8,1.5e-05,0.289,4.0
0.48,0.34,1.383,32,0.000934,0.026,1.5641
0.326,0.275,1.555,8,8.5e-05,0.133,1.1826
0.497,0.201,1.255,32,1.2e-05,0.028,4.0
0.485,0.448,1.168,32,4.9e-05,0.073,1.3941
0.434,0.324,1.805,16,1.2e-05,0.082,4.0
0.527,0.377,1.189,64,0.000103,0.152,1.5353
0.57,0.218,1.443,64,0.000322,0.235,1.9821
0.39,0.561,1.954,8,0.000821,0.1,1.3152
0.219,0.289,1.613,8,0.000486,0.234,1.6004
0.299,0.306,1.498,16,3.5e-05,0.005,4.0
0.479,0.251,1.36,4,4.9e-05,0.017,1.3475
0.425,0.361,1.52,8,0.00011,0.051,1.4965
0.189,0.378,1.734,64,0.000234,0.134,0.9585
0.126,0.418,1.823,16,0.000297,0.11,0.5149
0.441,0.681,1.65,4,0.0005,0.217,1.7521
0.226,0.643,1.79,16,2.8e-05,0.298,4.0
0.35,0.466,1.088,64,1.7e-05,0.239,4.0
0.473,0.123,1.014,16,2.3e-05,0.245,3.6082
0.381,0.467,1.734,32,0.000771,0.296,1.3677
0.142,0.154,1.262,64,1.8e-05,0.139,4.0
0.193,0.526,1.878,4,4.3e-05,0.29,4.0
0.21,0.334,1.536,16,2.5e-05,0.175,4.0
0.229,0.603,1.479,64,1.7e-05,0.203,4.0
0.383,0.666,1.773,64,0.000113,0.009,1.9779
0.352,0.35,1.741,4,5.7e-05,0.14,1.5262
0.202,0.376,1.704,64,0.000284,0.292,1.2372
0.134,0.454,1.69,4,6.1e-05,0.28,4.0
0.186,0.218,1.515,64,0.000129,0.116,1.444
0.592,0.656,1.926,16,0.000438,0.171,1.2747
0.334,0.36,1.891,4,0.000114,0.255,0.861
0.534,0.2,1.329,4,7.5e-05,0.094,1.4993
0.524,0.558,1.805,64,1.8e-05,0.065,3.5614
0.356,0.231,1.891,32,0.000131,0.044,1.0245
0.453,0.186,1.618,4,1.6e-05,0.038,4.0
0.196,0.438,1.556,32,1.6e-05,0.268,4.0
0.444,0.503,1.672,8,8e-05,0.174,1.0467
0.236,0.442,1.163,16,0.000109,0.161,1.4596
0.516,0.494,1.087,32,0.000311,0.052,2.2846
0.142,0.169,1.82,16,8.2e-05,0.119,4.0
0.487,0.386,1.573,4,0.000175,0.297,2.1748
0.15,0.314,1.123,16,0.000691,0.145,1.6364
0.541,0.684,1.416,32,0.000759,0.016,2.1827
0.252,0.13,1.298,4,3.4e-05,0.119,4.0
0.427,0.279,1.875,32,8.2e-05,0.016,1.1213
0.344,0.665,1.507,4,0.000115,0.195,1.1417
0.283,0.69,1.578,32,7.8e-05,0.126,1.4851
0.423,0.595,1.235,4,0.000845,0.046,2.0102
0.574,0.146,1.799,32,3.8e-05,0.254,1.393
0.121,0.437,1.93,8,0.000109,0.177,2.7902
0.559,0.34,1.792,32,1.8e-05,0.146,2.2313
0.405,0.584,1.493,32,0.000182,0.238,1.2185
0.504,0.133,1.835,8,4.5e-05,0.172,0.9883
0.292,0.218,1.188,16,0.000408,0.02,1.8606
0.336,0.394,1.113,4,1.8e-05,0.077,4.0
0.534,0.195,1.438,32,0.000575,0.172,1.278
0.307,0.516,1.182,16,7.2e-05,0.032,2.0783
0.367,0.592,1.259,64,6.5e-05,0.075,1.5158
0.11,0.523,1.585,16,0.000336,0.182,0.7028
0.179,0.364,1.404,64,4e-05,0.278,4.0
0.421,0.627,1.866,4,0.000519,0.22,1.4494
0.458,0.183,1.226,64,3.6e-05,0.152,1.5763
0.391,0.256,1.997,8,0.00029,0.064,1.384
0.172,0.394,1.359,8,1.3e-05,0.058,4.0
0.323,0.137,1.515,16,0.000252,0.233,1.7719
0.278,0.157,1.132,8,3.4e-05,0.278,4.0
0.348,0.338,1.579,8,0.000284,0.036,1.8837
0.535,0.666,1.961,16,0.000451,0.203,1.2695
0.488,0.645,1.749,32,2.2e-05,0.218,2.711
0.142,0.38,1.244,4,2.2e-05,0.153,4.0
0.545,0.185,1.443,64,0.000309,0.099,1.8424
0.336,0.207,1.425,16,2.2e-05,0.213,4.0
0.472,0.327,1.098,8,1.1e-05,0.137,4.0
0.17,0.226,1.886,64,1.3e-05,0.138,4.0
0.435,0.15,1.381,32,1.1e-05,0.031,4.0
0.218,0.504,1.494,4,0.000653,0.189,1.7225
0.319,0.449,1.291,4,0.000537,0.027,2.14
0.108,0.275,1.152,8,0.000129,0.084,2.7632
0.176,0.567,1.902,32,0.000106,0.054,2.3777
0.146,0.566,1.037,4,3.1e-05,0.284,4.0
0.22,0.395,1.4,64,0.0001,0.024,2.0511
0.15,0.158,1.731,64,0.000729,0.139,1.4645
0.446,0.651,1.309,8,0.000138,0.184,1.6828
0.115,0.501,1.446,32,1.3e-05,0.14,4.0
0.409,0.248,1.564,64,1.2e-05,0.199,4.0
0.17,0.466,1.995,4,0.000553,0.009,1.5415
0.573,0.343,1.758,64,2.7e-05,0.278,1.5314
0.567,0.481,1.967,4,1e-05,0.106,4.0
0.213,0.384,1.693,32,0.000307,0.13,0.776
0.407,0.391,1.269,8,0.000435,0.161,1.8426
0.114,0.542,1.287,8,3.7e-05,0.193,4.0
0.566,0.468,1.822,8,0.000461,0.038,1.5685
0.361,0.148,1.428,16,0.000406,0.11,1.7735
0.122,0.139,1.37,8,9.4e-05,0.179,4.0
0.271,0.283,1.945,8,0.000753,0.158,1.3248
0.138,0.358,1.013,4,0.000489,0.015,2.4696
0.296,0.265,1.525,32,1.1e-05,0.225,4.0
0.435,0.491,1.775,32,0.00063,0.116,1.4328
0.335,0.217,1.736,64,0.000121,0.006,1.1775
0.292,0.522,1.368,8,8.7e-05,0.239,1.3952
0.16,0.564,1.536,32,0.000822,0.002,1.9343
0.222,0.175,1.006,32,3.7e-05,0.061,4.0
0.15,0.49,1.535,32,7.5e-05,0.217,4.0
0.504,0.677,1.59,32,2.3e-05,0.178,2.196
0.168,0.216,1.875,4,0.000554,0.167,1.2111
0.398,0.646,1.211,8,1.4e-05,0.152,4.0
0.271,0.464,1.825,32,1.1e-05,0.287,4.0
0.213,0.455,1.718,4,2e-05,0.018,4.0
0.42,0.131,1.666,16,0.000185,0.139,1.3958
0.329,0.549,1.394,64,1.7e-05,0.291,4.0
0.3,0.387,1.367,4,0.000694,0.079,1.8609
0.396,0.533,1.703,64,0.000227,0.01,2.2591
0.346,0.586,1.99,64,0.000232,0.143,2.082
0.252,0.414,1.405,16,0.000882,0.231,1.7736
0.38,0.258,1.919,16,1.3e-05,0.06,4.0
0.435,0.185,1.587,16,0.000202,0.074,1.6193
0.113,0.196,1.868,4,0.000628,0.048,0.9938
0.333,0.62,1.217,16,0.000171,0.108,1.5734
0.129,0.174,1.762,32,8.3e-05,0.265,4.0
0.193,0.331,1.835,4,1.1e-05,0.061,4.0
0.38,0.301,1.832,8,2.2e-05,0.079,4.0
0.533,0.619,1.785,16,0.000694,0.265,1.1725
0.541,0.387,1.304,4,0.000906,0.279,2.0323
0.135,0.698,1.522,16,9.7e-05,0.016,4.0
0.31,0.542,1.3,64,0.000627,0.162,1.7782
0.392,0.611,1.343,32,9.1e-05,0.089,1.1645
0.174,0.159,1.301,64,2.1e-05,0.051,4.0
0.483,0.252,1.284,16,1.5e-05,0.155,4.0
0.472,0.181,1.693,4,0.000463,0.234,1.8871
0.552,0.378,1.65,32,0.000751,0.051,1.5099
0.104,0.531,1.204,64,6.6e-05,0.097,4.0
0.208,0.201,1.692,32,1.8e-05,0.171,4.0
0.514,0.178,1.291,32,0.000494,0.268,1.8973
0.435,0.469,1.202,16,4.9e-05,0.267,1.4756
0.547,0.238,1.747,32,9.4e-05,0.198,1.4519
0.129,0.388,1.363,8,0.000969,0.221,1.7429
0.398,0.131,1.569,8,0.000227,0.033,1.7032
0.385,0.508,1.2,64,0.000278,0.203,1.6312
0.118,0.425,1.614,64,3.7e-05,0.101,4.0
0.357,0.488,1.208,4,3.3e-05,0.214,4.0
0.405,0.265,1.167,16,3.9e-05,0.038,2.3517
0.196,0.267,1.387,64,0.000157,0.175,1.0966
0.237,0.581,1.79,4,0.00075,0.108,1.7325
0.42,0.531,1.177,64,0.000235,0.128,1.7512
0.334,0.448,1.117,4,3.8e-05,0.033,4.0
0.529,0.477,1.032,16,0.000192,0.207,2.0275
0.271,0.156,1.416,16,1.9e-05,0.224,4.0
0.233,0.614,1.282,64,7.1e-05,0.04,3.3091
0.592,0.562,1.292,8,0.000599,0.151,1.754
0.556,0.454,1.982,32,3.1e-05,0.236,1.2215
0.114,0.651,1.194,64,0.000131,0.067,2.7867
0.485,0.201,1.458,4,1.4e-05,0.028,4.0
0.155,0.512,1.986,16,1.5e-05,0.273,4.0
0.114,0.678,1.031,64,1.4e-05,0.229,4.0
0.237,0.286,1.697,16,2.6e-05,0.091,4.0
0.235,0.109,1.371,64,8.2e-05,0.22,2.4163
0.51,0.541,1.906,16,0.000676,0.009,1.7159
0.455,0.104,1.912,8,5e-05,0.242,1.1885
0.591,0.624,1.387,4,0.000183,0.117,2.2423
0.456,0.134,1.221,64,0.000129,0.079,1.4395
0.309,0.492,1.428,16,2e-05,0.063,4.0
0.449,0.326,1.965,64,8.9e-05,0.124,1.5721
0.6,0.222,1.281,4,1.9e-05,0.196,1.8368
0.455,0.639,1.981,64,4.2e-05,0.238,1.8542
0.481,0.548,1.819,32,1.6e-05,0.006,4.0
0.569,0.304,1.267,16,2.7e-05,0.282,1.7942
0.157,0.27,1.791,4,5.5e-05,0.251,4.0
0.452,0.542,1.05,8,0.000177,0.288,2.1511
0.525,0.602,1.548,32,1.9e-05,0.077,2.9144
0.577,0.53,1.357,64,0.000155,0.048,2.3763
0.205,0.484,1.427,64,3.1e-05,0.262,4.0
0.352,0.237,1.473,32,1.4e-05,0.006,4.0
0.44,0.612,1.503,8,0.000685,0.125,1.7874
0.224,0.55,1.656,8,1.3e-05,0.129,4.0
0.4,0.41,1.697,64,0.000483,0.068,1.9357
0.229,0.407,1.976,64,0.000275,0.07,1.7148
0.267,0.442,1.763,8,3.8e-05,0.2,4.0
0.321,0.597,1.688,8,0.000273,0.096,1.6755
0.365,0.545,1.392,8,3.4e-05,0.031,4.0
0.325,0.614,1.118,64,0.000387,0.101,1.8928
0.347,0.404,1.059,16,1.6e-05,0.15,4.0
0.249,0.475,1.478,32,1.2e-05,0.012,4.0
0.179,0.613,1.668,8,1.9e-05,0.297,4.0
0.124,0.239,1.65,64,0.000274,0.212,0.9929
0.198,0.366,1.953,4,0.000861,0.034,1.5126
0.391,0.472,1.382,64,0.000202,0.013,2.1341
0.493,0.649,1.628,16,0.000567,0.297,1.3876
0.185,0.11,1.888,16,1.1e-05,0.188,4.0
0.154,0.228,1.404,8,6.6e-05,0.18,4.0
0.475,0.241,1.478,32,0.000142,0.067,1.398
0.253,0.296,1.923,64,6.5e-05,0.262,3.156
0.576,0.269,1.55,32,0.000269,0.021,1.632
0.457,0.454,1.8,4,2.8e-05,0.23,2.3425
0.263,0.631,1.936,32,3.4e-05,0.04,4.0
0.245,0.482,1.571,32,0.000103,0.241,0.957
0.362,0.245,1.109,8,0.000213,0.064,1.6991
0.14,0.618,1.822,4,1.8e-05,0.292,4.0
0.159,0.479,1.818,16,4e-05,0.061,4.0
0.188,0.231,1.115,32,3.6e-05,0.18,4.0
0.487,0.317,1.548,4,9.3e-05,0.26,1.72
0.357,0.574,1.487,4,0.000848,0.13,1.7203
0.105,0.543,1.847,16,6.1e-05,0.141,4.0
0.437,0.446,1.275,8,0.000522,0.284,1.8657
0.312,0.187,1.426,4,6.3e-05,0.022,2.0446
0.355,0.582,1.605,16,4.4e-05,0.154,2.4382
0.207,0.285,1.517,64,1.5e-05,0.12,4.0
0.376,0.563,1.955,4,0.000263,0.149,1.3763
0.59,0.489,1.961,64,3.8e-05,0.088,1.6954
0.137,0.259,1.082,64,0.000252,0.021,0.8598
0.242,0.227,1.298,4,5.4e-05,0.075,4.0
0.221,0.179,1.008,16,1.1e-05,0.006,4.0
0.224,0.245,1.418,64,2.1e-05,0.037,4.0
0.289,0.195,1.662,8,0.000359,0.073,1.5119
0.509,0.47,1.471,32,2.7e-05,0.089,1.7307
0.556,0.459,1.067,64,2.9e-05,0.113,1.1542
0.201,0.452,1.196,64,4.6e-05,0.27,4.0
0.371,0.485,1.173,32,2.3e-05,0.17,4.0
0.418,0.589,1.511,16,0.000119,0.268,1.2506
0.361,0.648,1.678,8,0.000107,0.019,1.6699
0.317,0.238,1.316,8,0.000183,0.1,1.2763
0.196,0.453,1.13,64,0.000859,0.116,1.6116
0.344,0.147,1.799,4,1.7e-05,0.018,4.0
0.301,0.172,1.858,4,5.9e-05,0.277,2.48
0.498,0.493,1.276,64,0.0001,0.086,1.6541
0.482,0.392,1.421,4,0.000642,0.235,1.69
0.167,0.555,1.082,8,0.000184,0.14,1.2394
0.144,0.355,1.228,8,7e-05,0.135,4.0
0.554,0.177,1.767,32,1.3e-05,0.254,4.0
0.368,0.623,1.365,8,0.000328,0.1,2.1398
0.529,0.15,1.605,16,0.00013,0.012,1.7973
0.129,0.213,1.946,8,0.000225,0.155,0.4923
0.363,0.266,1.724,64,4.3e-05,0.071,2.4431
0.37,0.697,1.453,4,3.3e-05,0.103,4.0
0.53,0.35,1.367,4,0.000185,0.108,2.0453
0.149,0.401,1.191,8,7e-05,0.267,4.0
0.22,0.562,1.756,8,5e-05,0.261,4.0
0.303,0.482,1.112,4,2.7e-05,0.28,4.0
0.533,0.605,1.061,4,6.5e-05,0.173,2.0408
0.569,0.392,1.105,8,0.000738,0.178,1.87
0.596,0.683,1.243,16,1.7e-05,0.147,2.3835
0.58,0.578,1.627,16,2.1e-05,0.22,1.4691
0.103,0.341,1.861,4,0.000163,0.277,1.6931
0.124,0.329,1.993,32,3e-05,0.008,4.0
0.174,0.658,1.731,16,0.000554,0.082,1.5019
0.274,0.511,1.146,64,0.000502,0.015,2.0458
0.515,0.473,1.278,4,6.9e-05,0.102,1.4852
0.546,0.555,1.132,16,0.000229,0.254,2.0396
0.193,0.437,1.116,8,0.000357,0.145,1.3504
0.41,0.196,1.568,32,4.6e-05,0.267,1.559
0.559,0.292,1.907,8,4.3e-05,0.258,1.0326
0.332,0.435,1.684,8,1e-05,0.042,4.0
0.152,0.111,1.801,32,3e-05,0.085,4.0
0.329,0.362,1.508,4,0.00023,0.167,1.5178
0.288,0.553,1.475,8,7.7e-05,0.11,1.8397
0.389,0.199,1.937,4,0.000183,0.186,1.3091
0.319,0.139,1.722,4,2.8e-05,0.179,4.0
0.109,0.602,1.459,4,0.000165,0.01,2.3956
0.597,0.47,1.333,8,3.1e-05,0.119,1.4116
0.372,0.206,1.093,4,0.000258,0.135,2.1214
0.337,0.584,1.821,8,2.1e-05,0.267,4.0
0.577,0.495,1.169,4,3.8e-05,0.213,1.3452
0.178,0.3,1.515,64,2.6e-05,0.07,4.0
0.195,0.326,1.637,8,1.1e-05,0.176,4.0
0.504,0.194,1.744,64,0.000667,0.125,1.465
0.23,0.601,1.083,4,1.4e-05,0.27,4.0
0.5,0.405,1.011,8,6.8e-05,0.011,2.0694
0.236,0.434,1.706,32,5.1e-05,0.299,4.0
0.117,0.63,1.454,64,2.3e-05,0.04,4.0
0.359,0.109,1.181,16,7.7e-05,0.189,1.3713
0.198,0.14,1.982,16,0.000102,0.089,1.4445
0.479,0.197,1.791,32,3.4e-05,0.153,1.3307
0.421,0.118,1.579,32,0.000113,0.091,0.9308
0.562,0.495,1.702,16,0.000192,0.131,1.6913
0.491,0.48,1.155,8,0.00011,0.069,1.8955
0.19,0.226,1.962,4,0.000625,0.025,1.3178
0.5,0.19,1.996,8,1.9e-05,0.187,3.1672
0.421,0.187,1.648,16,0.000476,0.263,1.8935
0.434,0.672,1.668,64,2e-05,0.168,4.0
0.516,0.516,1.704,64,7.2e-05,0.139,1.3784
0.387,0.451,1.666,4,2e-05,0.008,4.0
0.333,0.293,1.439,4,0.000162,0.147,1.228
0.418,0.36,1.541,16,4.9e-05,0.221,1.3421
0.249,0.154,1.283,16,8e-05,0.047,2.1537
0.191,0.699,1.447,4,2.1e-05,0.229,4.0
0.408,0.553,1.436,64,8.8e-05,0.145,1.2507
0.217,0.473,1.288,32,0.000297,0.229,1.0428
0.14,0.453,1.787,32,0.00074,0.045,1.5266
0.1,0.403,1.41,32,3.7e-05,0.061,4.0
0.404,0.254,1.552,64,7.4e-05,0.134,1.1409
0.281,0.236,1.156,8,0.000368,0.143,1.6914
0.476,0.43,1.475,8,0.00013,0.298,1.9245
0.288,0.142,1.761,64,0.000302,0.296,2.026
0.343,0.145,1.445,8,0.000371,0.137,1.8164
0.304,0.436,1.558,32,0.000293,0.072,1.351
0.425,0.652,1.702,64,0.000802,0.208,1.5139
0.278,0.649,1.389,4,0.000291,0.058,1.9687
0.582,0.106,1.353,64,1.7e-05,0.083,2.267
0.568,0.164,1.086,16,0.0004,0.162,1.7946
0.524,0.45,1.582,32,1.5e-05,0.284,4.0
0.56,0.609,1.707,32,6.2e-05,0.009,1.8451
0.325,0.673,1.581,16,5e-05,0.202,2.4108
0.368,0.616,1.284,32,2.1e-05,0.26,4.0
0.471,0.507,1.262,16,1.6e-05,0.22,4.0
0.448,0.22,1.159,16,3.8e-05,0.145,1.7023
0.545,0.144,1.047,32,0.000236,0.257,2.4708
0.458,0.129,1.427,64,2.6e-05,0.235,3.1733
0.599,0.467,1.161,16,0.000871,0.22,2.4759
0.274,0.122,1.691,4,1e-05,0.032,4.0
0.516,0.544,1.962,16,0.000137,0.211,1.3998
0.449,0.527,1.073,4,0.000131,0.047,2.3957
0.446,0.148,1.893,64,3.5e-05,0.269,2.4048
0.263,0.644,1.658,16,0.000155,0.194,0.7424
0.493,0.413,1.86,16,0.000133,0.263,1.4203
0.55,0.643,1.155,16,0.000238,0.051,2.5722
0.209,0.641,1.906,4,0.000558,0.174,1.357
0.413,0.218,1.958,64,1.6e-05,0.004,4.0
0.296,0.328,1.907,32,0.000468,0.028,1.7763
0.595,0.181,1.785,8,1.1e-05,0.104,4.0
0.339,0.565,1.09,16,1.3e-05,0.085,4.0
0.214,0.402,1.221,16,0.000653,0.24,1.7348
0.291,0.657,1.913,16,0.000258,0.163,1.0575
0.427,0.225,1.229,32,0.000193,0.271,1.9553
0.138,0.513,1.348,64,0.000109,0.286,2.8827
0.402,0.694,1.05,4,0.000363,0.261,2.5041
0.566,0.499,1.628,32,0.000287,0.085,1.6166
0.525,0.141,1.563,64,4.9e-05,0.183,1.3798
0.134,0.453,1.962,8,9.8e-05,0.229,3.1154
0.597,0.208,1.892,64,9.2e-05,0.159,1.9169
0.449,0.118,1.506,64,7.4e-05,0.1,1.2177
0.181,0.301,1.609,4,0.000231,0.055,1.0189
0.106,0.26,1.413,64,0.000419,0.289,1.3616
0.186,0.573,1.132,64,0.000814,0.062,1.8367
0.519,0.324,1.868,16,6.7e-05,0.243,0.9845
0.111,0.54,1.55,4,0.000249,0.04,1.3882
0.217,0.11,1.425,64,0.000134,0.296,1.8189
0.479,0.109,1.068,64,2.3e-05,0.101,2.7577
0.393,0.118,1.665,16,4.1e-05,0.234,2.2151
0.491,0.232,1.4,4,0.000499,0.046,1.7498
0.473,0.324,1.254,8,0.000413,0.215,1.8981
0.125,0.465,1.877,4,0.000505,0.207,0.8107
0.546,0.692,1.184,32,1.2e-05,0.114,4.0
0.214,0.313,1.515,64,0.000955,0.012,1.9969
0.377,0.133,1.796,32,0.00013,0.124,0.9545
0.422,0.217,1.849,32,0.000103,0.168,1.0255
0.184,0.639,1.819,8,0.000294,0.017,1.4569
0.588,0.52,1.897,64,1.8e-05,0.081,2.3487
0.344,0.574,1.142,4,2.9e-05,0.294,4.0
0.129,0.175,1.94,16,0.000766,0.276,1.5327
0.569,0.181,1.011,64,2.6e-05,0.245,1.4562
0.393,0.167,1.256,32,4.7e-05,0.045,1.6903
0.45,0.614,1.084,32,3.1e-05,0.122,2.4982
0.363,0.226,1.946,64,9.3e-05,0.062,1.3434
0.517,0.486,1.424,8,0.000405,0.065,2.0561
0.117,0.41,1.315,4,0.000473,0.264,1.2222
0.234,0.427,1.167,16,4.5e-05,0.124,4.0
0.335,0.217,1.156,8,1.4e-05,0.255,4.0
0.138,0.481,1.614,4,1.7e-05,0.11,4.0
0.453,0.126,1.047,64,0.00043,0.016,1.6192
0.297,0.696,1.594,8,7.2e-05,0.04,2.3645
0.236,0.116,1.775,16,0.000439,0.013,1.2139
0.102,0.13,1.601,4,1.1e-05,0.084,4.0
0.46,0.295,1.827,64,1.2e-05,0.156,4.0
0.517,0.599,1.265,4,4.3e-05,0.066,1.6224
0.298,0.254,1.077,16,2.6e-05,0.173,4.0
0.382,0.383,1.721,64,0.000195,0.088,1.6013
0.214,0.111,1.828,32,0.000148,0.146,0.778
0.411,0.147,1.502,32,0.000615,0.094,1.2985
0.106,0.465,1.821,8,0.000378,0.18,0.6079
0.344,0.217,1.458,64,1.6e-05,0.191,4.0
0.422,0.517,1.199,64,0.000595,0.258,1.6059
0.559,0.571,1.474,8,1.7e-05,0.248,2.7921
0.291,0.61,1.216,4,2.5e-05,0.165,4.0
0.483,0.18,1.472,8,0.000102,0.119,1.5482
0.399,0.373,1.148,64,1.7e-05,0.063,4.0
0.564,0.668,1.186,32,2.8e-05,0.185,1.4176
0.299,0.563,1.883,4,7.9e-05,0.164,1.1955
0.26,0.17,1.116,64,3.1e-05,0.011,4.0
0.544,0.402,1.224,16,0.000782,0.011,2.1985
0.125,0.653,1.996,32,2.1e-05,0.045,4.0
0.168,0.364,1.576,32,0.00014,0.215,1.0744
0.141,0.602,1.586,8,9.9e-05,0.258,3.2554
0.522,0.398,1.845,64,8e-05,0.008,1.821
0.105,0.164,1.524,64,2.9e-05,0.245,4.0
0.531,0.189,1.222,8,2.4e-05,0.14,2.0162
0.326,0.128,1.422,64,4.1e-05,0.12,3.67
0.102,0.217,1.755,64,0.000153,0.163,1.913
0.301,0.636,1.872,32,0.000145,0.281,0.8482
0.193,0.49,1.273,4,0.000351,0.171,1.1987
0.412,0.543,1.262,16,4e-05,0.031,2.5057
0.44,0.473,1.328,16,0.000263,0.142,2.0281
0.344,0.332,1.596,4,0.000581,0.293,2.0614
0.12,0.23,1.279,16,0.00052,0.049,1.3651
0.428,0.655,1.893,4,8.5e-05,0.139,1.0102
0.521,0.409,1.978,64,0.00021,0.209,2.35
0.46,0.389,1.679,8,0.00046,0.109,1.66
0.515,0.698,1.97,64,2e-05,0.231,3.2433
0.2,0.33,1.288,8,0.000822,0.064,1.8283
0.544,0.612,1.815,4,0.00016,0.028,2.3396
0.261,0.617,1.678,64,3.7e-05,0.099,4.0
0.107,0.24,1.263,4,0.000112,0.261,3.7895
0.522,0.157,1.318,32,0.000297,0.214,1.8811
0.571,0.685,1.489,4,0.000439,0.295,1.6518
0.428,0.356,1.792,64,4.1e-05,0.099,1.665
0.216,0.101,1.872,8,4.8e-05,0.151,4.0
0.226,0.399,1.634,32,0.000432,0.127,1.14
0.333,0.472,1.722,64,0.000477,0.146,1.7445
0.549,0.566,1.264,64,0.000237,0.043,2.3
0.175,0.666,1.741,64,0.000233,0.059,1.4469
0.513,0.649,1.605,32,3.2e-05,0.15,1.2066
0.246,0.664,1.223,64,0.000817,0.29,1.5559
0.504,0.119,1.95,8,0.000502,0.283,1.739
0.56,0.527,1.513,64,0.000554,0.028,2.0855
0.314,0.236,1.794,16,2.5e-05,0.175,4.0
0.283,0.213,1.526,4,0.000928,0.186,1.7182
0.501,0.58,1.933,16,7.8e-05,0.191,0.9402
0.365,0.35,1.141,8,0.000231,0.193,1.7121
0.442,0.65,1.546,8,0.000627,0.018,2.4085
0.411,0.125,1.025,4,1.6e-05,0.152,4.0
0.176,0.581,1.197,8,4.3e-05,0.001,4.0
0.522,0.182,1.281,8,5.5e-05,0.275,1.7218
0.198,0.206,1.473,64,0.000353,0.005,1.4291
0.566,0.386,1.82,4,3.9e-05,0.233,1.0895
0.225,0.337,1.467,16,6e-05,0.072,4.0
0.467,0.392,1.561,64,5.7e-05,0.176,1.1565
0.242,0.664,1.924,64,0.000667,0.135,2.0096
0.259,0.494,1.757,16,1e-05,0.163,4.0
0.255,0.274,1.05,8,1.9e-05,0.18,4.0
0.474,0.204,1.176,32,0.000719,0.295,1.9583
0.378,0.352,1.038,32,0.000166,0.234,1.6153
0.541,0.371,1.069,8,1.5e-05,0.24,4.0
0.254,0.461,1.339,64,8.9e-05,0.269,1.6885
0.446,0.26,1.728,16,0.000748,0.273,1.4782
0.476,0.561,1.244,32,0.000325,0.256,1.7664
0.176,0.159,1.392,64,3.3e-05,0.225,4.0
0.3,0.436,1.394,32,7.4e-05,0.0,1.7524
0.341,0.474,1.59,16,9.6e-05,0.18,0.8087
0.278,0.224,1.893,64,0.000338,0.02,1.686
0.261,0.596,1.983,4,0.00036,0.004,1.8118
0.443,0.469,1.605,64,3.9e-05,0.006,2.1455
0.208,0.487,1.505,4,0.000283,0.28,1.1919
0.455,0.399,1.682,8,0.000886,0.086,1.467
0.568,0.646,1.668,16,1.4e-05,0.171,3.3172
0.383,0.516,1.524,32,0.000427,0.057,1.815
0.406,0.329,1.737,8,0.000154,0.227,1.3899
0.134,0.243,1.491,8,5.8e-05,0.242,4.0
0.532,0.143,1.996,64,0.00038,0.106,2.254
0.243,0.199,1.049,64,4.5e-05,0.003,4.0
0.408,0.696,1.443,4,4.7e-05,0.191,1.6985
0.59,0.344,1.397,4,0.0001,0.262,2.1484
0.398,0.639,1.77,8,8.2e-05,0.038,1.467
0.462,0.202,1.191,8,1.8e-05,0.211,4.0
0.323,0.355,1.434,64,1.1e-05,0.08,4.0
0.13,0.676,1.698,64,0.000184,0.131,1.3204
0.499,0.155,1.603,32,4.7e-05,0.1,0.8048
0.117,0.456,1.545,16,0.000111,0.272,3.2368
0.45,0.652,1.435,32,2.6e-05,0.09,3.032
0.111,0.67,1.752,16,0.000137,0.288,1.8498
0.531,0.608,1.646,8,4.6e-05,0.035,1.6601
0.179,0.614,1.875,64,0.000167,0.277,1.0191
0.357,0.491,1.733,32,0.000226,0.198,1.2462
0.399,0.232,1.14,16,1e-05,0.08,4.0
0.329,0.538,1.62,4,7.3e-05,0.008,1.8942
0.27,0.687,1.045,16,0.000283,0.045,2.1126
0.334,0.416,1.387,16,0.000302,0.279,1.8402
0.256,0.256,1.412,64,5.8e-05,0.15,3.4343
0.319,0.444,1.855,32,0.000438,0.173,1.5546
0.279,0.514,1.18,8,0.0002,0.249,1.2197
0.383,0.225,1.644,32,0.000951,0.187,1.152
0.219,0.532,1.192,8,0.000106,0.06,1.9567
0.594,0.452,1.949,4,5.6e-05,0.172,1.1373
0.35,0.467,1.529,64,0.00069,0.197,1.7342
0.197,0.284,1.708,16,6.4e-05,0.071,4.0
0.339,0.193,1.647,32,0.000191,0.279,1.4165
0.533,0.474,1.304,32,0.000448,0.053,1.7448
0.111,0.452,1.901,8,8.3e-05,0.214,4.0
0.44,0.303,1.627,32,7.6e-05,0.272,1.0897
0.374,0.278,1.51,16,3.8e-05,0.099,2.7386
0.185,0.308,1.528,8,0.00084,0.255,1.8776
0.509,0.394,1.891,16,0.000773,0.177,1.06
0.284,0.685,1.059,8,8.5e-05,0.091,2.0642
0.247,0.558,1.389,16,4.5e-05,0.219,4.0
0.514,0.611,1.842,8,1.8e-05,0.124,3.3278
0.419,0.403,1.038,64,9e-05,0.061,1.0682
